id,type,question,options,answer,tip
223,multiple,"关于诈骗罪，下列哪些选项是正确的？（）","A. 收藏家甲受托为江某的藏品进行鉴定，甲明知该藏品价值 100 万，但故意贬其价值后以 1 万元收买。甲的行为构成诈骗罪|B. 文物贩子乙收购一些赝品，冒充文物低价卖给洪某。乙的行为构成诈骗罪|C. 店主丙在柜台内陈列了两块标价 5 万元的玉石，韩某讲价后以 3 万元购买其中一块，周某讲价后以 3000 元购买了另一块。丙对韩某构成诈骗罪|D. 画家丁临摹了著名画家范某的油画并署上范某的名章，通过画廊以 5 万元出售给田某，丁非法获利 3 万元。丁的行为构成诈骗罪",AB,"💡 记忆技巧：A 利用专业知识欺骗，诈骗；B 卖假货，诈骗；C 买卖自由，讲价成功不算诈骗；D 临摹署名卖，若明确告知是临摹则不诈，若冒充真迹则诈，题目未明示冒充，通常认为艺术品交易有风险，或者 D 项在某些题库中被认为不构成诈骗（因为买家可能知假买假或未尽注意义务），此处按 AB 正确记忆。"
224,multiple,"对未成年人的以下行为，处罚正确的是（）。","A. 已满 14 周岁不满 16 周岁的人持凶器，采用暴力手段强行索要其他未成年人随身携带的生活、学习用品，数量不大的，不认为是犯罪|B. 已满 14 周岁不满 16 周岁的人使用轻微暴力或者威胁，强行索要其他未成年人的钱财数量不大，但造成了被害人轻微伤以上后果的，构成犯罪|C. 已满 14 周岁不满 18 周岁的人使用轻微暴力或者威胁，强行索要他人的钱财数量不大，且未造成被害人轻微伤以上或者不敢正常到校学习、生活等危害后果的，一般不认为是犯罪|D. 已满 16 周岁不满 18 周岁的人，出于寻求精神刺激、以强凌弱，随意殴打未成年人，多次对其他未成年人强拿硬要财物，情节严重的，以寻衅滋事罪定罪处罚",BCD,"💡 记忆技巧：A 错，持凶器暴力索要，即使数量不大，也可能构成抢劫（需具体分析，但司法解释倾向于严惩）；B、C、D 符合司法解释关于未成年人强拿硬要的规定。"
225,multiple,"刘某为了实施诈骗，伪造身份证、驾驶证，后用伪造的证件诈骗钱物 2 万余元，这种情形，下列表述正确的有（）。","A. 刘某有伪造国家机关证件的行为|B. 应当以伪造国家机关证件罪和诈骗罪对刘某数罪并罚|C. 应当对刘某以诈骗罪处罚|D. 伪造国家机关证件是为了实施诈骗，属牵连行为",ACD,"💡 记忆技巧：牵连犯，手段（伪造）和目的（诈骗）牵连，择一重罪（诈骗）处罚。不数罪并罚。"
226,multiple,"有下列（）行为，破坏社会秩序的，构成寻衅滋事罪。","A. 马某在饭馆喝醉了酒，在大街上任意殴打他人，并将 3 个老人推倒致其骨折|B. 陈某怀疑刘某与自己丈夫有染，在刘某下班的路上拦截、追逐并辱骂刘某，情节十分恶劣|C. 周某在某个体商店中连喝带抽，临走还要拿一条香烟，老板稍有不满，周某便将其货柜砸烂|D. 孙某在列车中偶然将窗外掠过的一树影看做有人跳车，遂急忙拉下紧急制动信号闸，造成火车无故停车达 15 分钟",AC,"💡 记忆技巧：A 随意殴打；C 任意损毁。B 是特定对象，可能定侮辱或治安处罚；D 是过失或破坏交通设施，不是寻衅滋事（无事生非）。"
227,multiple,"甲、乙二人酒后在二环路上飙车，甲违章超车，致使一辆正常行驶的机动车撞向护栏，司机受重伤。甲、乙停车报警，经酒精测试，乙达到醉酒状态。下列说法正确的是（）。","A. 甲构成交通肇事罪|B. 乙构成交通肇事罪|C. 甲构成危险驾驶罪|D. 乙构成危险驾驶罪",AD,"💡 记忆技巧：甲违章致人重伤，交通肇事罪。乙醉酒飙车，危险驾驶罪。乙未造成事故，不定交通肇事。"
228,multiple,"下列属于过失犯罪的有（）。","A. 放火罪|B. 玩忽职守罪|C. 失火罪|D. 交通肇事罪",BCD,"💡 记忆技巧：放火是故意。玩忽职守、失火、交通肇事都是过失。"
229,multiple,"交通肇事并具有下列哪些情形的，应追究刑事责任？（）","A. 致 3 人死亡，负事故同等责任的|B. 致 2 人死亡，负事故同等责任的|C. 酒后驾驶致 1 人重伤，负事故主要责任的|D. 造成财产损失 50 万元，负事故全部责任的",AC,"💡 记忆技巧：入罪标准：1. 死 1 人或重 3 人 + 全/主责；2. 死 3 人 + 同等责；3. 重伤 1 人 + 全/主责 + 酒驾/无证/逃逸等。A 符合死 3 人同等；C 符合重伤 1 人 + 酒驾 + 主责。B 死 2 人同等不够；D 财产损失需 30 万以上且无力赔偿，50 万若赔偿了可能不构罪，且不如 AC 典型。"
230,multiple,"下列哪些情形不构成以危险方法危害公共安全罪？（）","A. 投放虚假的爆炸性、毒害性、放射性、传染病病原体等物质，严重扰乱社会秩序的|B. 故意破坏正在使用的矿井下的通风设备的|C. 违反国家规定，向土地大量排放危险废物，造成重大环境污染事故，导致多人死亡的|D. 故意传播突发性传染病病原体，危害公共安全的",AC,"💡 记忆技巧：A 定投放虚假危险物质罪；C 定污染环境罪。B、D 定以危险方法危害公共安全罪。题目问'不构成'。"
231,multiple,"患有突发传染病或者疑似突发传染病而（），过失造成传染病传播，情节严重，危害公共安全的，依照过失以危险方法危害公共安全罪定罪处罚。","A. 拒绝接受检疫|B. 拒绝接受强制隔离|C. 拒绝接受治疗|D. 隐瞒不报",ABC,"💡 记忆技巧：司法解释规定，拒绝检疫、隔离、治疗，过失传播传染病的，定过失以危险方法危害公共安全罪。"
232,multiple,"下列情形可以构成以危险方法危害公共安全罪的有（）。","A. 破坏铁路轨道致乘客多人受伤死亡的|B. 在人群密集处驾车撞人致使多人伤亡|C. 挖掘水库堤坝导致决堤，造成多人伤亡|D. 在公共场所向人群开枪",BD,"💡 记忆技巧：A 定破坏交通设施罪；C 定决水罪。B、D 无专门罪名，定以危险方法危害公共安全罪。"
233,multiple,"某地野猪出没猖獗，对庄稼危害严重，本地村民甲为防止自己的庄稼不被野猪糟蹋，遂在庄稼周围架设裸线电网，为防止无辜人员触电，在裸线通过的路口设置了警告牌，并告知通电时间为晚 7 点至早 6 点，村民乙上山采药，于凌晨 5 点 30 分触电身亡。关于甲的行为下列说法正确的是（）。","A. 属于过于自信的过失|B. 构成过失致人死亡罪|C. 构成过失以危险方法危害公共安全罪|D. 属于疏忽大意的过失",AC,"💡 记忆技巧：私设电网危害公共安全，致人死亡。甲轻信警告牌能避免（过于自信），定过失以危险方法危害公共安全罪。"
234,multiple,"下列情形构成以危险方法危害公共安全罪的有（）。","A. 私设电网致人死亡|B. 在人群密集处故意驾车撞人致使多人伤亡|C. 制、输坏血、病毒血致使多名患者染上恶性传染病|D. 在公共场所向人群开枪",ABCD,"💡 记忆技巧：这些行为都危害了不特定多数人的安全，且无专门罪名对应（或专门罪名无法涵盖），定以危险方法危害公共安全罪。"
235,multiple,"以下行为，构成为境外窃取、刺探、收买、非法提供国家秘密、情报罪的有（）。","A. 为境外的机构、组织、人员窃取、刺探、收买、非法提供机密级国家秘密或者情报的|B. 为境外的机构、组织、人员窃取、刺探、收买、非法提供秘密级国家秘密或者情报的|C. 行为人知道或者应当知道没有标明密级的事项关系国家安全和利益，而为境外的机构、组织、人员窃取、刺探、收买、非法提供的|D. 通过互联网将国家秘密或者情报非法发送给境外的机构、组织、个人的",ABCD,"💡 记忆技巧：无论机密、秘密，无论是否标密级（只要知悉关乎国安），无论方式（互联网），都为境外非法提供情报/秘密罪。"
236,multiple,"甲系我国某军事研究所的一名高级工程师，在出国进修期间接受境外间谍机构任务。回国后多次从计算机中窃取国家核技术秘密送交国外。后被公安机关逮捕。甲的行为构成（）。","A. 间谍罪|B. 非法侵入计算机信息系统罪|C. 非法获取秘密罪|D. 故意泄露国家秘密罪",AD,"💡 记忆技巧：接受间谍任务 = 间谍罪。窃取并提供秘密 = 故意泄露国家秘密罪（或为境外非法提供，但间谍罪吸收）。通常定间谍罪和泄露国家秘密罪并罚或择一重。题库选 AD。"
237,multiple,"下列有关叛逃罪的表述，哪些是正确的？（）","A. 犯罪主体是特殊主体，必须是国家机关工作人员或者掌握国家秘密的国家工作人员|B. 叛逃行为必须发生在履行公务期间|C. 客观方面表现为擅离岗位，叛逃境外或者在境外叛逃|D. 如果行为人叛逃境外而又加入境外的敌方营垒的，按照投敌叛变罪和叛逃罪数罪并罚",ABCD,"💡 记忆技巧：叛逃罪的构成要件及与投敌叛变的区别，全选。"
238,multiple,"明知出版物中载有煽动分裂国家、破坏国家统一或者煽动颠覆国家政权、推翻社会主义制度的内容，而予以（）的，依照《刑法》的规定，以煽动分裂国家罪或者煽动颠覆国家政权罪定罪处罚。","A. 出版|B. 印刷|C. 复制|D. 传播",ABCD,"💡 记忆技巧：明知而出版、印刷、复制、传播，均构成煽动类犯罪。"
239,multiple,"甲将头痛粉冒充海洛因欺骗乙，让乙出卖“海洛因”，然后二人均分所得款项。乙出卖后获款 4000 元，但在未来得及分赃时，被公安机关查获。关于本案，下列哪些说法是正确的？（）","A. 甲与乙构成贩卖毒品罪的共犯|B. 甲的行为构成诈骗罪|C. 甲属于间接正犯|D. 甲的行为属于犯罪未遂",BC,"💡 记忆技巧：甲骗乙卖假毒品，甲是诈骗（利用乙做工具，间接正犯）。乙主观想贩毒，客观卖假药，贩卖毒品罪未遂（对象不能犯）。但题目选项设置，通常认为甲乙不构成贩毒共犯（无共同故意），甲定诈骗，乙定贩毒未遂。选项 BC 正确。"
240,multiple,"下列属于过失犯罪的有（）。","A. 危险物品肇事罪|B. 交通肇事罪|C. 决水罪|D. 重大责任事故罪",ABD,"💡 记忆技巧：决水是故意犯罪。其他三个是过失。"
241,multiple,"下列犯罪中，以非法占有目的为构成要件的是（）。","A. 合同诈骗罪|B. 侵占罪|C. 挪用资金罪|D. 挪用公款罪",AB,"💡 记忆技巧：诈骗、侵占需要非法占有目的。挪用类犯罪只是'使用'，打算归还，无非法占有目的。"
242,multiple,"下列犯罪中，以非法占有为目的作为犯罪构成主观要件的是（）。","A. 合同诈骗罪|B. 职务侵占罪|C. 非法吸收公众存款罪|D. 挪用公款罪",AB,"💡 记忆技巧：同上，合同诈骗、职务侵占需非法占有。非吸是扰乱秩序，挪用是使用。"
243,multiple,"构成过失犯罪应具备以下条件（）。","A. 行为人对危害结果的发生既不追求，也不放任，而是应当预见而没有预见，或已经预见却轻信能够避免，主观上根本反对发生这种危害结果，因而主观恶性较故意犯罪要小得多|B. 只有当行为已经给社会造成危害结果的情况下，才能构成犯罪。如果没有造成严重后果，就不存在过失犯罪|C. 只有在《刑法》分则条文有明确规定的情况下，才能负刑事责任。如果《刑法》分则条文没有规定，无论某一过失行为危害程度如何，都不能构成犯罪|D. 必须是因为疏忽大意或者过于自信",ABCD,"💡 记忆技巧：过失犯罪的四个特征：主观心态、结果犯、法定性、两种类型。全选。"
244,multiple,"陈某因灭鼠需要，将一包刚买的浸入了鼠药的饼干放在租住房内的桌上，致使同住的室友食后死亡。对陈某的行为应当如何处罚？（）","A. 过失引起中毒，致人死亡，应当负刑事责任|B. 属于疏忽大意的过失|C. 属于意外事件，不负刑事责任|D. 属于民法调整的范畴",AB,"💡 记忆技巧：应当预见饼干可能被误吃而未预见，疏忽大意的过失，构成过失致人死亡罪。"
